model,val_dataset,method,mean,std
csmil,tcga,concat,0.7100680031793695,0.036024060513859
csmil,tcga,lse,0.707974918307869,0.0351130924975978
csmil,tcga,max,0.7089375607171244,0.0386122088603762
csmil,tcga,mean,0.7087256027554535,0.0327917381755809
csmil,tcga,min,0.7020224322176102,0.0280176043960684
csmil,tcga,mul,0.658403250022079,0.0465482625908642
csmil,tcga,target,0.7080897288704407,0.0426519998231733
csmil,tcga,x10,0.7023315375783803,0.026269440533336
csmil,transneo,concat,0.657878787878788,0.0202588846158161
csmil,transneo,lse,0.6639393939393939,0.0211828802785701
csmil,transneo,max,0.6589242424242424,0.0202223950284748
csmil,transneo,mean,0.6665,0.0189929142781261
csmil,transneo,min,0.6757727272727273,0.0200538060534875
csmil,transneo,mul,0.646,0.0444212634680412
csmil,transneo,target,0.6842878787878788,0.0316346357423822
csmil,transneo,x10,0.6589393939393939,0.0162070069657628
csmil,cohort_2,concat,0.6965558510638299,0.0104858405616139
csmil,cohort_2,lse,0.6983510638297872,0.0129846685410862
csmil,cohort_2,max,0.6946808510638298,0.0135787418607764
csmil,cohort_2,mean,0.7024202127659575,0.0115929519269062
csmil,cohort_2,min,0.7080585106382979,0.014507105850754
csmil,cohort_2,mul,0.6415026595744682,0.018828005961145
csmil,cohort_2,target,0.7005053191489361,0.0162852703672385
csmil,cohort_2,x10,0.7096808510638298,0.0137521118360311
dsmil,cohort_1,concat,0.6233496732026144,0.040148185300319
dsmil,cohort_1,lse,0.5826797385620915,0.0285423837989631
dsmil,cohort_1,max,0.5796568627450981,0.0252337116178253
dsmil,cohort_1,mean,0.5908333333333333,0.0320561833908519
dsmil,cohort_1,min,0.5791339869281045,0.0227422506439818
dsmil,cohort_1,mul,0.5752450980392156,0.02217748952586
dsmil,cohort_1,target,0.6034558823529412,0.0303034967353135
dsmil,cohort_1,x10,0.5733169934640523,0.0325585124459127
dsmil,tcga,concat,0.7268303453148459,0.0214172867627314
dsmil,tcga,lse,0.7022034796432041,0.0735521678926808
dsmil,tcga,max,0.6947717036121169,0.0990311500173934
dsmil,tcga,mean,0.7046542435750243,0.0712481138514328
dsmil,tcga,min,0.7075245076393182,0.0615007781897145
dsmil,tcga,mul,0.684902411021814,0.0433186160800525
dsmil,tcga,target,0.7182460478671729,0.0638210377185231
dsmil,tcga,x10,0.6961229356177692,0.0715610279034997
dsmil,transneo,concat,0.6866969696969697,0.0063839662434452
dsmil,transneo,lse,0.6343939393939394,0.084531786303277
dsmil,transneo,max,0.629030303030303,0.1027667504569929
dsmil,transneo,mean,0.6381969696969698,0.0810974758027234
dsmil,transneo,min,0.6472575757575758,0.0760788624849798
dsmil,transneo,mul,0.599,0.0718103037347517
dsmil,transneo,target,0.6777575757575758,0.0901951992172567
dsmil,transneo,x10,0.6211363636363636,0.0665749388080697
dsmil,cohort_2,concat,0.7060106382978724,0.0140339707547118
dsmil,cohort_2,lse,0.6832712765957447,0.0344573051211708
dsmil,cohort_2,max,0.666875,0.06521923530333
dsmil,cohort_2,mean,0.6952526595744681,0.0324340925020768
dsmil,cohort_2,min,0.6974335106382978,0.0228995599553152
dsmil,cohort_2,mul,0.5881117021276596,0.0296763571972736
dsmil,cohort_2,target,0.6716356382978723,0.0298390381646951
dsmil,cohort_2,x10,0.6955452127659575,0.0386551381944243
dtfd,cohort_1,concat,0.6198937908496732,0.0189089328365203
dtfd,cohort_1,lse,0.5968954248366013,0.0335822190577882
dtfd,cohort_1,max,0.5959313725490196,0.0373036388584731
dtfd,cohort_1,mean,0.6000490196078431,0.0291871974308108
dtfd,cohort_1,min,0.6098039215686274,0.0236245353881409
dtfd,cohort_1,mul,0.589624183006536,0.0209492234264255
dtfd,cohort_1,target,0.618169934640523,0.0265111043112238
dtfd,cohort_1,x10,0.5947875816993464,0.0399176500112997
dtfd,tcga,concat,0.7157202154905944,0.0598254393230462
dtfd,tcga,lse,0.6888810385940122,0.0920267372456644
dtfd,tcga,max,0.6930142188465954,0.0903968847695401
dtfd,tcga,mean,0.6902234390179282,0.0912509997877567
dtfd,tcga,min,0.6945994877682592,0.0740071456792215
dtfd,tcga,mul,0.6776472666254526,0.0961311350179042
dtfd,tcga,target,0.7040625275986929,0.0975598722518732
dtfd,tcga,x10,0.6791662986840943,0.0909817702942469
dtfd,transneo,concat,0.6714545454545455,0.0357703566726432
dtfd,transneo,lse,0.6518511430090378,0.0450789445399902
dtfd,transneo,max,0.6547575757575758,0.0406792520932005
dtfd,transneo,mean,0.6532575757575757,0.0450672756074797
dtfd,transneo,min,0.6621666666666667,0.0397720169890079
dtfd,transneo,mul,0.6233333333333333,0.0757498312539812
dtfd,transneo,target,0.6866515151515152,0.0612538798956039
dtfd,transneo,x10,0.6464848484848484,0.0325615269206551
dtfd,cohort_2,concat,0.6875664893617021,0.044228493731714
dtfd,cohort_2,lse,0.6607712765957447,0.0890868348814103
dtfd,cohort_2,max,0.6629521276595745,0.0859394300703282
dtfd,cohort_2,mean,0.6692686170212766,0.0892975082614494
dtfd,cohort_2,min,0.6887632978723405,0.0723550161395726
dtfd,cohort_2,mul,0.6441755319148936,0.0836044330300285
dtfd,cohort_2,target,0.6677393617021277,0.082712604425435
dtfd,cohort_2,x10,0.6727659574468084,0.0961676123233641
mamil,cohort_1,concat,0.6390359477124183,0.0738957809586288
mamil,cohort_1,lse,0.6233496732026144,0.0707983257840139
mamil,cohort_1,max,0.6242156862745099,0.0659412110574545
mamil,cohort_1,mean,0.6204084967320261,0.0663283512222208
mamil,cohort_1,min,0.6247712418300654,0.0714435940865367
mamil,cohort_1,mul,0.6265196078431372,0.1044397058089411
mamil,cohort_1,target,0.6279411764705882,0.0709240261491319
mamil,cohort_1,x10,0.6190849673202614,0.0814433826206599
mamil,tcga,concat,0.7345403161706262,0.0364701864166508
mamil,tcga,lse,0.729921398922547,0.0392672700463444
mamil,tcga,max,0.7323854102269717,0.0347396952993695
mamil,tcga,mean,0.7277753245606288,0.0379071908946638
mamil,tcga,min,0.7239512496688156,0.040936242786436
mamil,tcga,mul,0.6754746975183256,0.1018421680889112
mamil,tcga,target,0.7344431687715269,0.0460843193896955
mamil,tcga,x10,0.7176455003091053,0.0346123510868122
mamil,transneo,concat,0.6922727272727273,0.0320753595607266
mamil,transneo,lse,0.670939393939394,0.0298813079028256
mamil,transneo,max,0.6767727272727273,0.0188345312495714
mamil,transneo,mean,0.6745909090909091,0.0101810089665605
mamil,transneo,min,0.6566742424242424,0.0571638246551003
mamil,transneo,mul,0.6166060606060606,0.0793269308814162
mamil,transneo,target,0.7066363636363636,0.0576446424711965
mamil,transneo,x10,0.652090909090909,0.0120578732331808
mamil,cohort_2,concat,0.690718085106383,0.0237700930123295
mamil,cohort_2,lse,0.6872872340425532,0.0203165301927885
mamil,cohort_2,max,0.6905718085106383,0.0195964552434424
mamil,cohort_2,mean,0.6900664893617021,0.0214588502071562
mamil,cohort_2,min,0.6839228723404255,0.0176593708599302
mamil,cohort_2,mul,0.6241489361702127,0.0511158327721651
mamil,cohort_2,target,0.6764361702127659,0.0228344083174733
mamil,cohort_2,x10,0.6922406914893617,0.0174840488126255
minet_ds,cohort_1,concat,0.6919117647058824,0.0472496515412851
minet_ds,cohort_1,lse,0.6328104575163399,0.0884696181173
minet_ds,cohort_1,max,0.6482843137254902,0.0775397627034067
minet_ds,cohort_1,mean,0.649281045751634,0.0891374507000848
minet_ds,cohort_1,min,0.6587418300653595,0.0995246118511117
minet_ds,cohort_1,mul,0.6102287581699346,0.0878512851980751
minet_ds,cohort_1,target,0.6413725490196078,0.1058212232873386
minet_ds,cohort_1,x10,0.6400490196078431,0.0897373577833536
minet_ds,tcga,concat,0.7586946922193765,0.0450245175866209
minet_ds,tcga,lse,0.7021107480349731,0.1111256717330173
minet_ds,tcga,max,0.7121169301421885,0.1100092775762337
minet_ds,tcga,mean,0.7032500220789544,0.1024140997555892
minet_ds,tcga,min,0.7103329506314581,0.0773685144097814
minet_ds,tcga,mul,0.685878300803674,0.081841228046356
minet_ds,tcga,target,0.7142188465954252,0.1036009114033465
minet_ds,tcga,x10,0.7048397067914863,0.0951118979960334
minet_ds,transneo,concat,0.7092727272727273,0.0414107414223959
minet_ds,transneo,lse,0.643439393939394,0.0696639524341541
minet_ds,transneo,max,0.6496818181818182,0.0669501719789228
minet_ds,transneo,mean,0.6496666666666667,0.0649620139685581
minet_ds,transneo,min,0.6506969696969697,0.0401310347360343
minet_ds,transneo,mul,0.5937121212121212,0.0264121858402733
minet_ds,transneo,target,0.6773484848484849,0.088741160816724
minet_ds,transneo,x10,0.6218787878787879,0.0518705408184205
minet_ds,cohort_2,concat,0.6648005319148936,0.0161597025244055
minet_ds,cohort_2,lse,0.6375797872340425,0.033960739918205
minet_ds,cohort_2,max,0.6324734042553192,0.0360659174622557
minet_ds,cohort_2,mean,0.6472207446808511,0.0293161340016667
minet_ds,cohort_2,min,0.6631117021276596,0.0207712028131379
minet_ds,cohort_2,mul,0.631715425531915,0.0431250020502424
minet_ds,cohort_2,target,0.6534840425531915,0.0310008616674365
minet_ds,cohort_2,x10,0.6490292553191489,0.0283277663481048
mmil,cohort_1,concat,0.6664215686274509,0.0737060031474184
mmil,cohort_1,lse,0.6577777777777778,0.083667513120629
mmil,cohort_1,max,0.6582189542483661,0.076021047446931
mmil,cohort_1,mean,0.6632026143790849,0.0841567532147166
mmil,cohort_1,min,0.6675490196078432,0.0735931781921381
mmil,cohort_1,mul,0.6563888888888889,0.0681152188557119
mmil,cohort_1,target,0.6609150326797385,0.0566835066056517
mmil,cohort_1,x10,0.6661601307189542,0.0867743454936447
mmil,tcga,concat,0.734964232093968,0.0197793258131077
mmil,tcga,lse,0.7212841119844564,0.0187271394825871
mmil,tcga,max,0.726009008213371,0.0159207180862482
mmil,tcga,mean,0.7236509758897818,0.0170552175814994
mmil,tcga,min,0.7267861874061644,0.0182172505435787
mmil,tcga,mul,0.736827695840325,0.0364148402107206
mmil,tcga,target,0.732367747063499,0.0201450511035906
mmil,tcga,x10,0.726009008213371,0.0229663467541691
mmil,transneo,concat,0.6877878787878788,0.0273329115214527
mmil,transneo,lse,0.6503333333333334,0.0126318775393997
mmil,transneo,max,0.6496212121212122,0.0089276159355807
mmil,transneo,mean,0.6482272727272728,0.0123567291889626
mmil,transneo,min,0.6372121212121212,0.0151002837567286
mmil,transneo,mul,0.6127878787878788,0.0197373582291637
mmil,transneo,target,0.7091212121212122,0.0243682341508164
mmil,transneo,x10,0.6154696969696969,0.0234917932601253
mmil,cohort_2,concat,0.6347606382978723,0.0554643045233031
mmil,cohort_2,lse,0.6467021276595745,0.0487761010800122
mmil,cohort_2,max,0.6521675531914893,0.0443126331062227
mmil,cohort_2,mean,0.6471010638297872,0.0481395958055498
mmil,cohort_2,min,0.6450797872340426,0.0445849718493023
mmil,cohort_2,mul,0.6283909574468085,0.0393222604648114
mmil,cohort_2,target,0.6239494680851064,0.0457288482311522
mmil,cohort_2,x10,0.6423404255319148,0.0597842591677206
transmil,cohort_1,concat,0.706764705882353,0.0531243860036492
transmil,cohort_1,lse,0.6798692810457516,0.0524249738135666
transmil,cohort_1,max,0.6547303921568627,0.0595500807712607
transmil,cohort_1,mean,0.6671568627450981,0.0708590802293739
transmil,cohort_1,min,0.6628758169934641,0.0715164136722635
transmil,cohort_1,mul,0.602483660130719,0.0599809872050513
transmil,cohort_1,target,0.6621895424836601,0.0434911540972857
transmil,cohort_1,x10,0.6521895424836601,0.0710640182717271
transmil,tcga,concat,0.7444935087874238,0.0318169490590918
transmil,tcga,lse,0.7436633401042128,0.0173780181797629
transmil,tcga,max,0.7342488739733286,0.0260519003975774
transmil,tcga,mean,0.7370661485472049,0.0266251903765941
transmil,tcga,min,0.7372869380906121,0.0262324920272719
transmil,tcga,mul,0.6972533780800141,0.0429194276980121
transmil,tcga,target,0.7510200476905414,0.0134159190994385
transmil,tcga,x10,0.7230945862403957,0.0324975594732825
transmil,transneo,concat,0.6488181818181818,0.0306361987826395
transmil,transneo,lse,0.6462272727272728,0.0256857237080818
transmil,transneo,max,0.6341363636363637,0.0382745686833588
transmil,transneo,mean,0.6301515151515151,0.031565454544808
transmil,transneo,min,0.6310757575757576,0.0310347227294918
transmil,transneo,mul,0.5866515151515151,0.0246431991958318
transmil,transneo,target,0.646530303030303,0.0263255316948863
transmil,transneo,x10,0.623030303030303,0.0244668692531744
transmil,cohort_2,concat,0.6287632978723404,0.0421156701013722
transmil,cohort_2,lse,0.632686170212766,0.0327993098804742
transmil,cohort_2,max,0.6324202127659575,0.0335453776930471
transmil,cohort_2,mean,0.6377925531914894,0.0316597241085141
transmil,cohort_2,min,0.6407579787234042,0.0350815386201438
transmil,cohort_2,mul,0.5981117021276596,0.0425165973710203
transmil,cohort_2,target,0.6392287234042553,0.0258587300990962
transmil,cohort_2,x10,0.6373803191489362,0.0427412754753127
